variable,dtype,source,pct_missing,confidence,data_type
percentageSuppliersAudited,float64,esgGovernance,96.1,Low,reported
pctOfSuppliersInNonCompl,float64,yfinance / calculated,97.8,Low,observed
sustainDevGoalsTgtPol,object,yfinance / calculated,4.3,Medium,observed
taxesPaidToGovernments,float64,yfinance / calculated,92.1,Low,observed
spillsPerMboe,float64,yfinance / calculated,97.1,Low,observed
numSignifEnvironmentalFines,float64,esgEnvironmentalSocial,77.1,Low,reported
amountOfSignfcntEnvrnmntlFines,float64,yfinance / calculated,76.7,Low,observed
numberSignificantSpills,float64,yfinance / calculated,90.0,Low,observed
amountOfSignfcntSpills,float64,yfinance / calculated,91.0,Low,observed
lostTmIncidentRtWorkforce,float64,yfinance / calculated,82.8,Low,observed
totRecrdblIncidRtWorkforce,float64,yfinance / calculated,84.2,Low,observed
fatalitiesPerEmpl1000,float64,yfinance / calculated,47.7,Low,observed
fatalitiesPerContractors1000,float64,yfinance / calculated,95.7,Low,observed
numberOfContractors,float64,yfinance / calculated,91.8,Low,observed
voluntaryTurnoverPct,float64,yfinance / calculated,69.9,Low,observed
involuntaryTurnoverPct,float64,yfinance / calculated,74.6,Low,observed
training_hours_per_employee,float64,yfinance / calculated,38.0,Low,observed
scope2MktBasedGhgEmissions,float64,esgEnvironmentalSocial,52.7,Low,reported
totMktBasedGhgEmissions,float64,esgEnvironmentalSocial,52.0,Low,reported
indrctMarktBasedCarbonDioxide,float64,esgEnvironmentalSocial,96.1,Low,reported
totlMarktBasedCarbonDioxide,float64,esgEnvironmentalSocial,95.7,Low,reported
class,str,yfinance / calculated,1.4,Medium,observed
fiscalYearPeriod,str,yfinance / calculated,1.4,Medium,observed
totFuelConsumed,float64,yfinance / calculated,58.1,Low,observed
biomassFuelUsed,float64,yfinance / calculated,88.5,Low,observed
altrntveFuelUsed,float64,yfinance / calculated,97.5,Low,observed
selfGenrtdTotlEnrgy,float64,yfinance / calculated,78.5,Low,observed
selfGenrtdEnrgyNonRenwble,float64,yfinance / calculated,93.9,Low,observed
nmfrEmployees,float64,yfinance / calculated,95.0,Low,observed
nmfrContractors,float64,yfinance / calculated,98.2,Low,observed
nmfrWorkforce,float64,yfinance / calculated,96.4,Low,observed
occupationalDiseaseRtEmpl,float64,yfinance / calculated,90.0,Low,observed
occupationalDiseaseRtCntrctr,float64,yfinance / calculated,98.2,Low,observed
occupDiseaseRtWorkforce,float64,yfinance / calculated,97.5,Low,observed
vehicleIncidentRtEmployees,float64,yfinance / calculated,100.0,Low,observed
vehIncidentRateCntrctr,float64,yfinance / calculated,100.0,Low,observed
vehicleIncidentRtWorkforce,float64,yfinance / calculated,98.9,Low,observed
climateScenarioAnalysis,object,yfinance / calculated,19.4,Medium,observed
carbonPricing,object,esgEnvironmentalSocial,63.1,Low,reported
wastewtrTreated,float64,yfinance / calculated,97.5,Low,observed
wastewaterManagementPolicy,object,esgEnvironmentalSocial,71.7,Low,reported
wasteDivertedLandfill,float64,yfinance / calculated,96.1,Low,observed
waste_recycled_pct,float64,yfinance / calculated,52.3,Low,observed
amtWasteComposted,float64,yfinance / calculated,95.0,Low,observed
amtWasteIncinerated,float64,yfinance / calculated,79.6,Low,observed
susAcctgStandardsBrdRptComp,object,yfinance / calculated,4.7,Medium,observed
pctRenewableEnergyConsmd,float64,esgEnvironmentalSocial,43.7,Low,reported
numberSitesEsa,float64,yfinance / calculated,96.1,Low,observed
landDisturbed,float64,yfinance / calculated,98.2,Low,observed
landRestored,float64,yfinance / calculated,98.2,Low,observed
pctLandRestored,float64,yfinance / calculated,98.2,Low,observed
emergResponsePreparedness,object,yfinance / calculated,28.0,Low,observed
pctPortfolioEnergyRtg,float64,esgEnvironmentalSocial,100.0,Low,reported
pctOfFloorAreaCovrdByEnrgyCertficatn,float64,yfinance / calculated,100.0,Low,observed
numCorruptionLegalCases,float64,yfinance / calculated,99.3,Low,observed
numberFinesBriberyAndCorrupt,float64,yfinance / calculated,69.2,Low,observed
amountFinesBriberyAndCorrupt,float64,yfinance / calculated,70.6,Low,observed
thirdPartyCertfidForestlnd,float64,yfinance / calculated,100.0,Low,observed
modrnSlaveryStatemnt,object,yfinance / calculated,3.9,Medium,observed
supplyChainModrnSlaveryAssessmnt,object,yfinance / calculated,3.9,Medium,observed
mangnseEmissns,float64,yfinance / calculated,100.0,Low,observed
leadEmissns,float64,yfinance / calculated,99.6,Low,observed
polycyclcAromtcHydrcrbnEmissns,float64,yfinance / calculated,99.6,Low,observed
mercryHgEmissns,float64,yfinance / calculated,97.5,Low,observed
pm10Emissions,float64,esgEnvironmentalSocial,97.1,Low,reported
dioxinsAndFurans,float64,yfinance / calculated,98.9,Low,observed
cadmiumEmissions,float64,esgEnvironmentalSocial,100.0,Low,reported
hazrdsAirPolltntsEmissns,float64,yfinance / calculated,99.6,Low,observed
scope3OthrDwnstrmEmissns,float64,esgEnvironmentalSocial,99.3,Low,reported
scope3OthrUpstrmEmissns,float64,esgEnvironmentalSocial,96.1,Low,reported
scope3PurchsdGoodsAndServcsEmissns,float64,esgEnvironmentalSocial,62.0,Low,reported
scope3CapitlGoodsEmissns,float64,esgEnvironmentalSocial,80.6,Low,reported
scope3FuelAndEnrgyActvtsNotInScope1OrScope2Emissns,float64,esgEnvironmentalSocial,67.0,Low,reported
scope3UpstrmTransprttnAndDistrbtnEmissns,float64,esgEnvironmentalSocial,80.6,Low,reported
scope3WasteGenrtdInOprtnsEmissns,float64,esgEnvironmentalSocial,70.3,Low,reported
scope3EmplyeeCommtngEmissns,float64,esgEnvironmentalSocial,71.7,Low,reported
scope3UpstrmLeaseAsstsEmissns,float64,esgEnvironmentalSocial,92.1,Low,reported
scope3DwnstrmTransprttnAndDistrbtnEmissns,float64,esgEnvironmentalSocial,83.2,Low,reported
scope3ProcessngOfSoldProdctsEmissns,float64,esgEnvironmentalSocial,96.8,Low,reported
scope3UseOfSoldProdctsEmissns,float64,esgEnvironmentalSocial,80.6,Low,reported
scope3EolTreatmntOfSoldProdctsEmissns,float64,esgEnvironmentalSocial,89.2,Low,reported
scope3DwnstrmLeasdAsstsEmissns,float64,esgEnvironmentalSocial,94.6,Low,reported
scope3EmissnsFromFranchss,float64,esgEnvironmentalSocial,97.1,Low,reported
scope3EmissnsFromInvstmnts,float64,esgEnvironmentalSocial,92.8,Low,reported
scope3EmissnsOthr,float64,esgEnvironmentalSocial,76.7,Low,reported
compnyClaimsScinceBasedEmissnsTargts,object,yfinance / calculated,3.9,Medium,observed
compnyClaimsNetZeroEmissnsTgt,object,yfinance / calculated,3.9,Medium,observed
baselineYrGhgEmissionsTgt,float64,esgEnvironmentalSocial,53.4,Low,reported
tgtYrGhgEmissionsTgt,float64,esgEnvironmentalSocial,53.4,Low,reported
ghgEmissIntensReductTgt,float64,esgEnvironmentalSocial,90.0,Low,reported
ghgEmissionsReductTgtAbs,float64,esgEnvironmentalSocial,63.8,Low,reported
ghgEmissionsAbsReductTgt,float64,esgEnvironmentalSocial,96.8,Low,reported
pctGhgEmRedAchAgaTgt,float64,esgEnvironmentalSocial,79.6,Low,reported
scope1GhgTgtBaselineYr,float64,esgEnvironmentalSocial,93.5,Low,reported
scope1GhgTgtTgtYr,float64,esgEnvironmentalSocial,93.5,Low,reported
scope1EmissReductTgtIntens,float64,esgEnvironmentalSocial,97.8,Low,reported
scope1EmissReductTgtAbs,float64,esgEnvironmentalSocial,96.4,Low,reported
scope1EmissAbsReductTgt,float64,esgEnvironmentalSocial,99.6,Low,reported
pctRedAchSc1EmRedTgt,float64,yfinance / calculated,97.1,Low,observed
pctWomeninMidandofOtherMgmt,float64,yfinance / calculated,40.9,Low,observed
latestPeriodEndCsr_gov,str,yfinance / calculated,1.4,Medium,observed
govnceDisclosureScore,float64,yfinance / calculated,5.0,Medium,observed
ceo_pay_ratio,float64,yfinance / calculated,6.8,Medium,observed
totSalariesPaidToCeoAndEquiv,float64,yfinance / calculated,6.8,Medium,observed
totBonusesPaidToCeoAndEquiv,float64,yfinance / calculated,13.6,Medium,observed
allOtherCompAwToCeoAndEquiv,float64,yfinance / calculated,6.8,Medium,observed
totStkAwdGivenToCeoAndEquiv,float64,yfinance / calculated,24.4,Low,observed
totOptAwdGivenToCeoAndEquiv,float64,yfinance / calculated,84.6,Low,observed
totNonEqtIncentGvnToCeoAndEq,float64,yfinance / calculated,95.7,Low,observed
tPenAndNqDefPenGvnCeoAndEq,float64,yfinance / calculated,36.6,Low,observed
totOtherCompAwToCeoAndEquiv,float64,yfinance / calculated,17.2,Medium,observed
totSalAndBnsAwToCeoAndEquiv,float64,yfinance / calculated,6.8,Medium,observed
totCompAwToCfoAndEquiv,float64,yfinance / calculated,56.3,Low,observed
totSalariesPaidToCfoAndEquiv,float64,yfinance / calculated,56.3,Low,observed
totBonusesPaidToCfoAndEquiv,float64,yfinance / calculated,59.5,Low,observed
allOtherCompAwToCfoAndEquiv,float64,yfinance / calculated,56.3,Low,observed
totSalAndBnsAwToCfoAndEquiv,float64,yfinance / calculated,56.3,Low,observed
totCompAwToCooAndEquiv,float64,yfinance / calculated,89.6,Low,observed
totCompAwToCioAndEquiv,float64,yfinance / calculated,98.9,Low,observed
totCompensationAwToExecs,float64,esgGovernance,2.2,Medium,reported
totSalariesPaidToExecutives,float64,yfinance / calculated,2.5,Medium,observed
totalBonusesPaidToExecutives,float64,yfinance / calculated,9.7,Medium,observed
allOtherCompAwToExecs,float64,yfinance / calculated,2.2,Medium,observed
totStkAwardsGivenToExecs,float64,yfinance / calculated,21.1,Low,observed
totOptionAwardsGivenToExecs,float64,yfinance / calculated,83.9,Low,observed
totNonEqtyIncentGivenToExecs,float64,yfinance / calculated,95.3,Low,observed
tPenAndNqDefPenGvnToExecs,float64,yfinance / calculated,33.3,Low,observed
totOtherCompAwToExecs,float64,yfinance / calculated,13.6,Medium,observed
totSalariesAndBnsPdToExecs,float64,yfinance / calculated,2.2,Medium,observed
numCeoAndEquivIncCompPdDurFy,float64,yfinance / calculated,6.8,Medium,observed
numCfoAndEquivIncCompPdDurFy,float64,yfinance / calculated,56.3,Low,observed
numExecutivesIncCompPdDurFy,float64,yfinance / calculated,10.4,Medium,observed
totalBodCompensationAwarded,float64,esgGovernance,2.5,Medium,reported
totalBodFeesPaidInCash,float64,yfinance / calculated,2.9,Medium,observed
totalBodStockAwardsGiven,float64,yfinance / calculated,83.5,Low,observed
numDirectorsIncCompPdDurFy,float64,yfinance / calculated,4.7,Medium,observed
averageBodTotalCompensation,float64,esgGovernance,4.7,Medium,reported
pctBodCompPdInStkAwd,float64,yfinance / calculated,83.5,Low,observed
avgExecutiveTotCompensation,float64,esgGovernance,10.4,Medium,reported
avgExecSalaryPlusBonusAmt,float64,yfinance / calculated,10.4,Medium,observed
totExecPayAsPctTotPsnlExp,float64,yfinance / calculated,9.0,Medium,observed
totExecPayAsPctSgandaNetRandd,float64,yfinance / calculated,41.6,Low,observed
totalExecPayAsPctOpex,float64,yfinance / calculated,3.2,Medium,observed
outsideCompAdvisorsAppt,object,yfinance / calculated,1.8,Medium,observed
feesPdToCompConsultants,float64,yfinance / calculated,85.3,Low,observed
pctOfIndDirectorsOnCompCmte,float64,yfinance / calculated,12.2,Medium,observed
indCompCmteChairperson,object,yfinance / calculated,13.3,Medium,observed
numOfCompensationCommitteeMtg,float64,esgGovernance,10.4,Medium,reported
compensationCmteMtgAttendPct,float64,esgGovernance,19.7,Medium,reported
clawbackProvisionForExecComp,object,yfinance / calculated,1.8,Medium,observed
execComConsultantSvcProvided,float64,yfinance / calculated,75.3,Low,observed
execCompAdvFeesPdToComAdv,float64,yfinance / calculated,86.4,Low,observed
pctOfCompAdvFeesPdToComAdv,float64,yfinance / calculated,87.5,Low,observed
chgOfCtrlBfitGoldChuteAgr,object,yfinance / calculated,1.8,Medium,observed
frequencyOfSayOnPayVotes,float64,yfinance / calculated,37.3,Low,observed
sayOnPayProvision,object,yfinance / calculated,39.8,Low,observed
sayPayNumberOfVotesFor,float64,yfinance / calculated,42.7,Low,observed
sayPayNumberOfVotesAgainst,float64,yfinance / calculated,42.7,Low,observed
sayPaySupportLevel,float64,yfinance / calculated,42.3,Low,observed
sayOnPayNumberVotesAbstain,float64,yfinance / calculated,49.8,Low,observed
sayPayNumVotesBrkNonVote,float64,yfinance / calculated,95.3,Low,observed
numOfCeoAndEquivChngDurFy,float64,yfinance / calculated,6.8,Medium,observed
numOfCioAndEquivChngDurFy,float64,yfinance / calculated,98.9,Low,observed
numOfCfoAndEquivChngDurFy,float64,yfinance / calculated,56.3,Low,observed
numOfCooAndEquivChngDurFy,float64,yfinance / calculated,89.6,Low,observed
numOfExecutiveChangesDuringFy,float64,yfinance / calculated,2.2,Medium,observed
numberOfBodChangesDuringFy,float64,yfinance / calculated,2.5,Medium,observed
dateOfLastBodChange,str,yfinance / calculated,6.1,Medium,observed
ceoTenureAsOfFyEnd,float64,yfinance / calculated,7.5,Medium,observed
cfoTenureAsOfFyEnd,float64,yfinance / calculated,58.8,Low,observed
cooTenureAsOfFyEnd,float64,yfinance / calculated,92.1,Low,observed
boardDuration,float64,esgGovernance,9.3,Medium,reported
executiveDirectorBoardDur,float64,esgGovernance,41.9,Low,reported
presidingDirector,object,yfinance / calculated,1.8,Medium,observed
classifiedBoardSystem,object,esgGovernance,3.6,Medium,reported
unitaryOrTwoTierBoardSystem,float64,esgGovernance,1.8,Medium,reported
corpExecutiveOfficerSysInd,float64,yfinance / calculated,100.0,Low,observed
pctOfCorpExecOffAlsoOnBod,float64,yfinance / calculated,99.6,Low,observed
boardAgeLimit,float64,esgGovernance,76.7,Low,reported
board_independence_pct,float64,esgGovernance,7.5,Medium,reported
independentLeadDirector,object,yfinance / calculated,2.2,Medium,observed
independentChairperson,object,yfinance / calculated,6.1,Medium,observed
assuranceAuditor,str,esgGovernance,43.4,Low,reported
auditCommitteeMeetings,float64,esgGovernance,6.1,Medium,reported
auditorRatification,object,esgGovernance,51.6,Low,reported
yearsAuditorEmployed,float64,esgGovernance,7.2,Medium,reported
sizeOfBoardOfCorpAuditors,float64,esgGovernance,92.5,Low,reported
numberOfOutsideCorpAuditors,float64,esgGovernance,100.0,Low,reported
numberOfIndCorpAuditors,float64,esgGovernance,92.5,Low,reported
audit_committee_independence_pct,float64,esgGovernance,8.2,Medium,reported
indAuditCommitteeChairperson,object,esgGovernance,9.0,Medium,reported
auditCommitteeMeetingAttendPct,float64,esgGovernance,17.6,Medium,reported
pctOfIndDirectorsOnNomCmte,float64,yfinance / calculated,26.5,Low,observed
executive_pay_esg_linked_pct,object,esgEnvironmentalSocial,1.8,Medium,reported
sustainInvToCapex,float64,yfinance / calculated,92.1,Low,observed
esgLinkedCompensationForBrd,object,esgEnvironmentalSocial,1.8,Medium,reported
nonexecDirWithResponsForCsr,object,yfinance / calculated,1.8,Medium,observed
execDirWithResponsForCsr,object,yfinance / calculated,1.8,Medium,observed
pctOwnershipReqForSpecialMtg,float64,yfinance / calculated,97.5,Low,observed
poisonPillPlan,object,yfinance / calculated,92.5,Low,observed
shareholderApprovedPoisonPill,object,yfinance / calculated,92.8,Low,observed
poisonPillTideProvision,object,yfinance / calculated,92.8,Low,observed
poisonPillSunsetProvision,object,yfinance / calculated,92.8,Low,observed
pctPoisonPillTrigThreshold,float64,yfinance / calculated,100.0,Low,observed
blankCheckPreferredAuthorized,object,yfinance / calculated,99.6,Low,observed
dualClassUnequalVtgRts,object,yfinance / calculated,1.8,Medium,observed
uneqVtgRtsStksIssdIncPfd,object,yfinance / calculated,1.8,Medium,observed
cumulativeVotingSystem,object,yfinance / calculated,1.8,Medium,observed
poisonPillExpirationDate,float64,yfinance / calculated,100.0,Low,observed
indNominationCmteChairperson,object,yfinance / calculated,26.9,Low,observed
numOfNominationCommitteeMtg,float64,yfinance / calculated,19.0,Medium,observed
nominationCmteMtgAttendPct,float64,yfinance / calculated,31.2,Low,observed
boardMeetingsPerYr,float64,esgGovernance,5.4,Medium,reported
boardMeetingAttendancePct,float64,esgGovernance,11.5,Medium,reported
numOfDirAttendLtPctOfMtg75,float64,yfinance / calculated,12.5,Medium,observed
indDirectorsBrdMtgAttendPct,float64,yfinance / calculated,16.5,Medium,observed
bodNomineesLegalProceedings,float64,yfinance / calculated,100.0,Low,observed
cioTenureAsOfFyEnd,float64,yfinance / calculated,98.9,Low,observed
auditorRatificationNumVotes,float64,esgGovernance,59.9,Low,reported
auditorRatifNumVotesAga,float64,esgGovernance,59.9,Low,reported
auditorRatificationSupLevl,float64,esgGovernance,59.5,Low,reported
auditRatifNumVotesAbstain,float64,esgGovernance,68.1,Low,reported
audRatifNumVotesBrkNonVote,float64,yfinance / calculated,99.6,Low,observed
auditFinancialExpert,object,esgGovernance,2.9,Medium,reported
companyConductsBrdEvaluations,object,yfinance / calculated,1.8,Medium,observed
companyHasProxyAccessPolicy,object,yfinance / calculated,98.9,Low,observed
proxyAccessPctSeatAccess,float64,yfinance / calculated,100.0,Low,observed
proxyAccessOwnershipReq,float64,yfinance / calculated,100.0,Low,observed
proxyAccessReqHldgPer,float64,yfinance / calculated,100.0,Low,observed
proxyAccessMaxShrhldrBlock,float64,yfinance / calculated,100.0,Low,observed
directorElectionVotePolicy,float64,yfinance / calculated,48.4,Low,observed
controlledCompany,object,yfinance / calculated,1.8,Medium,observed
companyHasAntiPledgingPolicy,object,yfinance / calculated,99.3,Low,observed
compnyExctveOrDirctrPledgdShares,object,yfinance / calculated,98.9,Low,observed
compHasExecShOwnerGuidelns,object,yfinance / calculated,1.8,Medium,observed
directorShOwnershipGuidelines,object,yfinance / calculated,1.8,Medium,observed
csrSustainabilityCommittee,object,yfinance / calculated,1.8,Medium,observed
class_gov,str,yfinance / calculated,1.4,Medium,observed
fiscalYearPeriod_gov,str,yfinance / calculated,1.4,Medium,observed
legalEntityIdentifier,str,yfinance / calculated,0.0,High,observed
eqyFiscalYrEnd,str,yfinance / calculated,0.0,High,observed
latestPeriodEndCsr_tax,str,yfinance / calculated,2.2,Medium,observed
pctOfEuTaxnmyEligbleRevenue,float64,yfinance / calculated,0.4,Medium,observed
amountOfEuTaxnmyEligbleRevenue,float64,yfinance / calculated,0.4,Medium,observed
pctOfRevenuePotntiallyAligndWithEuTaxnmy,float64,yfinance / calculated,53.4,Low,observed
amountOfRevenuePotntiallyAligndWithEuTaxnmy,float64,yfinance / calculated,53.4,Low,observed
euTaxnmyPotntiallyAligndMitgtnPctRevenue,float64,yfinance / calculated,79.2,Low,observed
euTaxnmyPotntiallyAligndMitgtnAmountRevenue,float64,yfinance / calculated,79.2,Low,observed
euTaxnmyPotntiallyAligndAdapttnPctRevenue,float64,yfinance / calculated,57.3,Low,observed
euTaxnmyPotntiallyAligndAdapttnAmountRevenue,float64,yfinance / calculated,57.3,Low,observed
euTaxnmyEstmatdSubstantlContrbtnWaterPctRevenue,float64,esgEnvironmentalSocial,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnWaterAmountRevenue,float64,esgEnvironmentalSocial,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnWastePctRevenue,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnWasteAmountRevenue,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnPolltnPctRevenue,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnPolltnAmountRevenue,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnBiodiverstyPctRevenue,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdSubstantlContrbtnBiodiverstyAmountRev,float64,yfinance / calculated,100.0,Low,estimated
euTaxnmyEstmatdDnshMitgtnLevl1,float64,legalEntityEuTaxonomy,1.4,Medium,estimated
euTaxnmyEstmatdDnshMitgtnLevl2,float64,legalEntityEuTaxonomy,84.9,Low,estimated
euTaxnmyEstmatdDnshAdapttnLevl1,float64,legalEntityEuTaxonomy,1.4,Medium,estimated
euTaxnmyEstmatdDnshAdapttnLevl2,float64,legalEntityEuTaxonomy,64.5,Low,estimated
euTaxnmyEstmatdDnshWaterLevl1,float64,esgEnvironmentalSocial,1.4,Medium,estimated
euTaxnmyEstmatdDnshWaterLevl2,float64,esgEnvironmentalSocial,75.6,Low,estimated
euTaxnmyEstmatdDnshWasteLevl1,float64,legalEntityEuTaxonomy,1.4,Medium,estimated
euTaxnmyEstmatdDnshWasteLevl2,float64,legalEntityEuTaxonomy,71.3,Low,estimated
euTaxnmyEstmatdDnshPolltnLevl1,float64,legalEntityEuTaxonomy,1.4,Medium,estimated
euTaxnmyEstmatdDnshPolltnLevl2,float64,legalEntityEuTaxonomy,75.6,Low,estimated
euTaxnmyEstmatdDnshBiodiverstyLevl1,float64,legalEntityEuTaxonomy,1.4,Medium,estimated
euTaxnmyEstmatdDnshBiodiverstyLevl2,float64,legalEntityEuTaxonomy,74.9,Low,estimated
euTaxnmyMssEstmatd,float64,yfinance / calculated,2.2,Medium,estimated
euTaxnmyMssOptEstmatd,float64,yfinance / calculated,2.2,Medium,estimated
euTaxnmyEligbleRevenuePct,float64,yfinance / calculated,49.8,Low,observed
euTaxnmyEligbleRevenueAmount,float64,yfinance / calculated,58.8,Low,observed
euTaxnmyEligbleCapexPct,float64,yfinance / calculated,53.4,Low,observed
euTaxnmyEligbleCapexAmount,float64,yfinance / calculated,63.8,Low,observed
euTaxnmyEligbleOpexPct,float64,yfinance / calculated,55.2,Low,observed
euTaxnmyEligbleOpexAmount,float64,yfinance / calculated,63.8,Low,observed
pctOfRevenueAligndWithEuTaxnmy,float64,yfinance / calculated,80.6,Low,observed
amountOfRevenueAligndWithEuTaxnmy,float64,yfinance / calculated,81.4,Low,observed
pctOfCapexAligndWithEuTaxnmy,float64,yfinance / calculated,88.2,Low,observed
amountOfCapexAligndWithEuTaxnmy,float64,yfinance / calculated,88.9,Low,observed
euTaxnmyAligndOpexPct,float64,yfinance / calculated,84.2,Low,observed
euTaxnmyAligndOpexAmount,float64,yfinance / calculated,84.2,Low,observed
verificationType_tax,object,yfinance / calculated,3.9,Medium,observed
indpndntAssessmntCondctd,bool,yfinance / calculated,0.0,High,observed
data_vintage,str,yfinance / calculated,0.0,High,observed
