ticker,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage,rf_rate_assumption,benchmark_used
BEZ.L,Financials,0.3272,-0.2682,0.8174,0.6913,100.0,35.684647302904565,16.182572614107883,90.45643153526972,100.0,59.13,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.72,-26.82,0.6913,2026-05-20,0.025,^STOXX
BGEO.L,Financials,,,,,,,,,,,,,,,,PASS,FAIL,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
ING.WA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
SWEC-B.ST,Industrials,0.3379,-0.5039,-0.098,1.2065,50.0,31.120331950207472,75.93360995850622,8.29875518672199,50.0,41.49,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,33.79,-50.39,1.2065,2026-05-20,0.025,^STOXX
AZA.ST,Financials,0.3748,-0.5689,0.1624,1.3703,25.0,15.352697095435687,85.47717842323651,18.25726141078838,25.0,39.19,0.0,soft_flag,soft_flag,soft_flag,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,37.48,-56.89,1.3703,2026-05-20,0.025,^STOXX
NDA-FI.HE,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
DPLM.L,Industrials,0.2941,-0.3762,0.4878,1.1533,50.0,48.962655601659755,45.0207468879668,56.016597510373444,50.0,50.1,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,29.41,-37.62,1.1533,2026-05-20,0.025,^STOXX
BEIJ-B.ST,Industrials,0.3706,-0.4556,-0.0195,1.4443,0.0,17.01244813278008,65.97510373443984,12.863070539419086,0.0,27.05,0.0,soft_flag,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,37.06,-45.56,1.4443,2026-05-20,0.025,^STOXX
LOTB.BR,Consumer Staples,0.2697,-0.4171,0.5447,0.5404,75.0,63.90041493775934,58.713692946058096,63.90041493775933,75.0,64.56,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,26.97,-41.71,0.5404,2026-05-20,0.025,^STOXX
EMG.L,Financials,0.2963,-0.4596,0.2597,1.1365,50.0,47.717842323651446,68.04979253112033,24.481327800829874,50.0,47.3,0.0,ok,soft_flag,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,29.63,-45.96,1.1365,2026-05-20,0.025,^STOXX
AAF.L,Communications,0.3554,-0.4689,0.7392,0.8811,100.0,22.614107883817425,70.95435684647302,83.81742738589212,100.0,70.95,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.54,-46.89,0.8811,2026-05-20,0.025,^STOXX
MNG.L,Financials,0.2509,-0.3559,0.1109,1.0482,100.0,69.70954356846474,39.00414937759336,15.767634854771783,100.0,50.37,0.0,ok,ok,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.09,-35.59,1.0482,2026-05-20,0.025,^STOXX
ENR.DE,Industrials,0.5381,-0.7446,0.6568,1.5165,0.0,0.4149377593360981,98.34024896265561,75.93360995850622,0.0,52.37,0.0,soft_flag,hard_exclude,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%,53.81,-74.46,1.5165,2026-05-20,0.025,^STOXX
SECT-B.ST,Health Care,0.381,-0.5401,0.3943,1.0241,100.0,14.52282157676349,81.32780082987551,41.49377593360996,100.0,59.75,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.1,-54.01,1.0241,2026-05-20,0.025,^STOXX
SAVE.ST,Financials,0.3538,-0.4024,0.4539,1.3852,25.0,23.651452282157678,54.356846473029044,51.037344398340245,25.0,41.35,0.0,soft_flag,ok,ok,elevated_high,PASS,PASS,PASS,SOFT_FLAG,PASS,GATE_PASS,PASSED,,35.38,-40.24,1.3852,2026-05-20,0.025,^STOXX
TE.PA,Energy,0.3532,-0.4007,0.6211,0.9477,100.0,24.481327800829874,53.11203319502075,73.02904564315352,100.0,62.74,0.0,soft_flag,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.32,-40.07,0.9477,2026-05-20,0.025,^STOXX
TCAP.L,Financials,0.323,-0.5274,0.1509,0.9204,100.0,37.344398340248965,78.21576763485477,16.59751037344398,100.0,55.91,0.0,ok,soft_flag,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.3,-52.74,0.9204,2026-05-20,0.025,^STOXX
BFT.WA,Industrials,0.3806,-0.5323,0.8,0.6637,100.0,14.937759336099589,79.25311203319502,89.62655601659752,100.0,73.65,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.06,-53.23,0.6637,2026-05-20,0.025,^STOXX
DNB.OL,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
RILBA.CO,Financials,0.2404,-0.2143,0.6974,0.9865,100.0,75.31120331950207,4.979253112033206,79.66804979253112,100.0,60.46,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,24.04,-21.43,0.9865,2026-05-20,0.025,^STOXX
SHELL.AS,Energy,0.2468,-0.2148,0.7429,0.6317,100.0,72.19917012448133,5.394190871369304,85.06224066390041,100.0,61.58,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.68,-21.48,0.6317,2026-05-20,0.025,^STOXX
SBNOR.OL,Financials,,,,,,,,,,,,,,,,FAIL,PASS,PASS,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G1:insufficient_history(268 rows),,,,2026-05-20,0.025,^STOXX
TBCG.L,Financials,,,,,,,,,,,,,,,,PASS,FAIL,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
